iter	Logloss
442	0.2549860637
443	0.254933972
444	0.2546586179
445	0.2545549386
446	0.2543502607
447	0.2541181181
448	0.2539392037
449	0.2537497032
450	0.253398905
451	0.2530249156
452	0.2527977375
453	0.2526880193
454	0.252431775
455	0.2522188311
456	0.2519884663
457	0.2517942107
458	0.2516907157
459	0.2514581293
460	0.2512225557
461	0.2511239837
462	0.2509330625
463	0.2507343351
464	0.2506675914
465	0.250546783
466	0.2502157699
467	0.2497968139
468	0.2496046573
469	0.2494590602
470	0.2493368706
471	0.2492341076
472	0.2489832266
473	0.2488229301
474	0.2488140079
475	0.2486208258
476	0.2484062364
477	0.2482665216
478	0.2480275958
479	0.2478721273
480	0.2477325243
481	0.2472259227
482	0.2470571924
483	0.2469698008
484	0.2469551784
485	0.2466662519
486	0.2463341596
487	0.2460694884
488	0.2457999367
489	0.2455363809
490	0.245358356
491	0.2451229827
492	0.2449988854
493	0.2448230263
494	0.2445009371
495	0.2442318985
496	0.2439753803
497	0.2438443076
498	0.2436577664
499	0.2435633951
500	0.2432553072
501	0.2430161982
502	0.2427991317
503	0.242705804
504	0.2423798815
505	0.2421785681
506	0.2419638076
507	0.2418594013
508	0.2417504282
509	0.2415988128
510	0.2414487907
511	0.2413017078
512	0.2410123718
513	0.2408230666
514	0.2406480585
515	0.2404099438
516	0.2402832043
517	0.2400049968
518	0.2398153819
519	0.2394845883
520	0.2393295178
521	0.2391177325
522	0.2389400408
523	0.2387075529
524	0.2384275109
525	0.2382666927
526	0.2380376082
527	0.2377292859
528	0.2373269352
529	0.2371758898
530	0.2369741166
531	0.2367529481
532	0.2365488518
533	0.2364338301
534	0.2360644729
535	0.235753417
536	0.2355207834
537	0.2353401044
538	0.235135488
539	0.2348866712
540	0.2345875183
541	0.2343745638
542	0.2342358981
543	0.2341854001
544	0.2340045279
545	0.2338447094
546	0.2336268238
547	0.2334026595
548	0.23321457
549	0.2329304253
550	0.232767202
551	0.2326667195
552	0.2324276137
553	0.2322871526
554	0.2321705425
555	0.2319970089
556	0.2318704389
557	0.2316179194
558	0.2313423562
559	0.2311655196
560	0.2309153248
561	0.2308349773
562	0.2306291054
563	0.2303744412
564	0.230199714
565	0.2299922621
566	0.2297683959
567	0.2295586384
568	0.2293866726
569	0.2290194393
570	0.2289044278
571	0.2287057787
572	0.2285445331
573	0.2282987671
574	0.2281633453
575	0.2279975408
576	0.2278841578
577	0.2277215766
578	0.2275213384
579	0.2273239375
580	0.2272268759
581	0.2270982628
582	0.2268483864
583	0.2265685863
584	0.2264159684
585	0.2263281702
586	0.2263194994
587	0.2261344653
588	0.2259474524
589	0.225741586
590	0.2254718346
591	0.2252567924
592	0.22502971
593	0.2249038815
594	0.2248405496
595	0.2247815275
596	0.2245932489
597	0.2244525387
598	0.2242662323
599	0.2240105489
600	0.2238130031
601	0.2236930391
602	0.2235473948
603	0.2234731669
604	0.2233911421
605	0.2231595614
606	0.2229930125
607	0.2227392507
608	0.2225112442
609	0.2222831284
610	0.2221963223
611	0.222077358
612	0.2217814169
613	0.2215380437
614	0.2214326875
615	0.2213179565
616	0.2211404247
617	0.220982052
618	0.2207837029
619	0.2206409077
620	0.2204901934
621	0.2204217913
622	0.2201676747
623	0.2200442582
624	0.2197917019
625	0.2196841799
626	0.2196540037
627	0.2195519234
628	0.2195380381
629	0.2193568752
630	0.2192224711
631	0.2190414476
632	0.2189335235
633	0.2187233261
634	0.2184649542
635	0.2182923252
636	0.2181246896
637	0.2180527701
638	0.2178393245
639	0.2177293017
640	0.2175509875
641	0.2173407763
642	0.2171652155
643	0.2169946255
644	0.2167793988
645	0.2165633017
646	0.2164520869
647	0.2162680757
648	0.2160412068
649	0.215868161
650	0.215640408
651	0.2155185579
652	0.2152587654
653	0.2150795822
654	0.214930842
655	0.2148234742
656	0.214619683
657	0.2144707376
658	0.2143538572
659	0.2141640762
660	0.2139637559
661	0.2138089051
662	0.2136213872
663	0.213535526
664	0.213363458
665	0.2132137439
666	0.2130442418
667	0.2128888175
668	0.2128015469
669	0.212659169
670	0.2125369243
671	0.2123781342
672	0.2121500587
673	0.2120235251
674	0.2119081543
675	0.2117571779
676	0.2115194642
677	0.2113274807
678	0.2111731319
679	0.2110102847
680	0.2109222066
681	0.2107635292
682	0.2105411495
683	0.2104858136
684	0.2103461755
685	0.2100924457
686	0.2100067796
687	0.2098623162
688	0.2098526089
689	0.2096726021
690	0.2094075062
691	0.2092422306
692	0.2090146701
693	0.2088645644
694	0.2085856128
695	0.2084177844
696	0.2082865018
697	0.2081392285
698	0.2081218177
699	0.2081056499
700	0.2080185776
701	0.2079075928
702	0.2076645462
703	0.2074519558
704	0.2072464661
705	0.2070649796
706	0.2068678684
707	0.2067216851
708	0.206601743
709	0.2063928724
710	0.2063181832
711	0.2061052005
712	0.2060044806
713	0.2058483714
714	0.2057403664
715	0.2056127691
716	0.2054424805
717	0.2054296506
718	0.2052445448
719	0.2050837495
720	0.2049737598
721	0.2047288626
722	0.2046323628
723	0.2044862927
724	0.2042740115
725	0.2040579683
726	0.2038140515
727	0.203657401
728	0.2035200566
729	0.2034196749
730	0.203329423
731	0.2032502417
732	0.2031405866
733	0.2030264273
734	0.2029474804
735	0.2028029139
736	0.2025977194
737	0.2024770933
738	0.2023521758
739	0.2022404451
740	0.2022024243
741	0.2020206389
742	0.2018552257
743	0.2016754369
744	0.2016316732
745	0.2015377966
746	0.201433445
747	0.2012561805
748	0.2010554862
749	0.2009365668
750	0.2008818338
751	0.2006861285
752	0.2005296242
753	0.2003875498
754	0.200107257
755	0.1999522187
756	0.1997704979
757	0.1996320105
758	0.1995920426
759	0.1995236894
760	0.1994765551
761	0.1992398958
762	0.1990560658
763	0.1989359759
764	0.1987252924
765	0.1985375627
766	0.198360793
767	0.19825765
768	0.1979794579
769	0.1978831449
770	0.1978612336
771	0.1977949596
772	0.1976480918
773	0.1975298475
774	0.1973313561
775	0.1972543528
776	0.1971342281
777	0.1969357528
778	0.1967886631
779	0.1966516619
780	0.1965833393
781	0.1963948166
782	0.1962277678
783	0.196161956
784	0.1961062935
785	0.1960052628
786	0.1959731419
787	0.1958533462
788	0.1957790683
789	0.195660658
790	0.1954111507
791	0.195253317
792	0.1952280394
793	0.195096658
794	0.1948951214
795	0.1948206226
796	0.1946145453
797	0.1944906415
798	0.1943304994
799	0.1941919569
800	0.1939922002
801	0.1939091867
802	0.1937778922
803	0.1937236157
804	0.1935420149
805	0.1934766822
806	0.1933339933
807	0.1932831194
808	0.1932240658
809	0.1932190091
810	0.1930738003
811	0.1929230295
812	0.1928292709
813	0.1926981969
814	0.1926370058
815	0.1924022644
816	0.1923286865
817	0.1921110332
818	0.1920051597
819	0.1918517862
820	0.1916751135
821	0.1915492759
822	0.1914434696
823	0.1914003911
824	0.1913023986
825	0.1911578132
826	0.1909859649
827	0.1908511256
828	0.1907870555
829	0.19068802
830	0.1905373997
831	0.1904984464
832	0.1904915643
833	0.1904023769
834	0.1902917588
835	0.1900964751
836	0.1899232915
837	0.1898175563
838	0.1896253373
839	0.1895136888
840	0.1894042916
841	0.189282469
842	0.1892565192
843	0.1891551265
844	0.1891191203
845	0.1889688511
846	0.1888723074
847	0.1887913908
848	0.1885979621
849	0.1885156546
850	0.1883864613
851	0.1881219441
852	0.1880199236
853	0.1878663374
854	0.1877092526
855	0.1876508217
856	0.1874667481
857	0.1872996138
858	0.1872203545
859	0.1871849304
860	0.1871414565
861	0.1869421022
862	0.1867436185
863	0.1865874252
864	0.1864563361
865	0.1863346639
866	0.1862086376
867	0.186178199
868	0.1860683977
869	0.1859831182
870	0.1858536642
871	0.1857390218
872	0.1856260811
873	0.1854894888
874	0.1854006669
875	0.1852463119
876	0.185163537
877	0.1850640166
878	0.1849816368
879	0.1848940568
880	0.184870503
881	0.1847807183
882	0.1846932163
883	0.1845239502
884	0.1844649233
885	0.1843860018
886	0.1842371524
887	0.1840919013
888	0.1840083928
889	0.1838648742
890	0.1837399583
891	0.1836614324
892	0.183594598
893	0.1835000746
894	0.183346809
895	0.1831343775
896	0.1830537367
897	0.1830168425
898	0.1828803354
899	0.182850219
900	0.1827188029
901	0.1825662411
902	0.1824367632
903	0.1822641507
904	0.1821273864
905	0.182092791
906	0.1820270164
907	0.1819144522
908	0.1817953244
909	0.181741429
910	0.1817181739
911	0.1816165966
912	0.1815469525
913	0.1814803893
914	0.1813328586
915	0.1813246816
916	0.1812032965
917	0.1810630268
918	0.1809780326
919	0.1808738733
920	0.1807416072
921	0.1805828066
922	0.1803395881
923	0.1803003422
924	0.1802703777
925	0.180148144
926	0.1800448903
927	0.1799665356
928	0.1797332197
929	0.179640166
930	0.1795559202
931	0.1794081738
932	0.1792366428
933	0.1791408139
934	0.1790268761
935	0.178913277
936	0.1787712223
937	0.1785732875
938	0.1784511667
939	0.1783598782
940	0.1782873794
941	0.1781937663
942	0.1780341559
943	0.177928164
944	0.1778504401
945	0.1776854294
946	0.1776447238
947	0.1774874563
948	0.1772607809
949	0.1770794433
950	0.17698376
951	0.1768744951
952	0.1766894283
953	0.176597081
954	0.1765424545
955	0.1764460686
956	0.1764363437
957	0.1762849151
958	0.1761390817
959	0.1759972992
960	0.1758619628
961	0.1757112054
962	0.175449607
963	0.1753798215
964	0.1752758028
965	0.1750873946
966	0.1749812655
967	0.1749129784
968	0.1748072457
969	0.1746508089
970	0.1745191924
971	0.1744573384
972	0.1743510112
973	0.1742467716
974	0.1741532098
975	0.1741399937
976	0.17401612
977	0.1739160912
978	0.1738172654
979	0.1736745544
980	0.173576829
981	0.1733526139
982	0.1731804322
983	0.173082864
984	0.1730051575
985	0.1729322098
986	0.1728058924
987	0.1726143562
988	0.1724937006
989	0.1723784316
990	0.172341078
991	0.1722552731
992	0.1721080461
993	0.1720335212
994	0.1720089949
995	0.1719993266
996	0.1719302192
997	0.1718974998
998	0.1717923819
999	0.1716531151
1000	0.1715875644
1001	0.1714753587
1002	0.1714043916
1003	0.1713302448
1004	0.1712683311
1005	0.1711876847
1006	0.1710486834
1007	0.1709945406
1008	0.1708961625
1009	0.1707863725
1010	0.1706014876
1011	0.1704519867
1012	0.1702853146
1013	0.1701543869
1014	0.1700136285
1015	0.1699087503
1016	0.1698296488
1017	0.1696151617
1018	0.169534064
1019	0.1694454484
1020	0.1693368903
1021	0.1692647797
1022	0.1691478162
1023	0.1690390263
1024	0.1688283278
1025	0.1686579906
1026	0.1686553936
1027	0.1686113789
1028	0.1684829425
1029	0.1684173746
1030	0.1683021505
1031	0.1682151521
1032	0.1681534632
1033	0.1680570939
1034	0.1679376068
1035	0.1678458748
1036	0.1677808986
1037	0.1676124384
1038	0.1675117673
1039	0.1675101874
1040	0.1673705961
1041	0.1672655119
1042	0.1671302109
1043	0.1670159307
1044	0.1669247927
1045	0.1668615134
1046	0.1668550008
1047	0.1667927888
1048	0.166709382
1049	0.1665867994
1050	0.1664336139
1051	0.1663722937
1052	0.1663071454
1053	0.1661664308
1054	0.1660794047
1055	0.1659705644
1056	0.1658948356
1057	0.1657513619
1058	0.1656752294
1059	0.1655783538
1060	0.1654913765
1061	0.1654291497
1062	0.1653256313
1063	0.1651964928
1064	0.1651402157
1065	0.1650945098
1066	0.1649498351
1067	0.1648918851
1068	0.1647914464
1069	0.1647344807
1070	0.1646222381
1071	0.1645650969
1072	0.1644243461
1073	0.1643457877
1074	0.164239708
1075	0.1641920196
1076	0.1640983858
1077	0.1640077415
1078	0.1638849918
1079	0.1637258466
1080	0.1636328608
1081	0.1635557153
1082	0.1635175972
1083	0.1634462369
1084	0.1633513938
1085	0.1631973533
1086	0.1631681877
1087	0.1630314323
1088	0.162857555
1089	0.1627437062
1090	0.1626773708
1091	0.1625704484
1092	0.1624092646
1093	0.1622537963
1094	0.1620870302
1095	0.1620114162
1096	0.1619254378
1097	0.1618375646
1098	0.1617419132
1099	0.1616746991
1100	0.1615933175
1101	0.1615016585
1102	0.1614314488
1103	0.1613231886
1104	0.1612751219
1105	0.1611630133
1106	0.1610685008
1107	0.1610099747
1108	0.1609520031
1109	0.1607881671
1110	0.1607226382
1111	0.1606156405
1112	0.1605147461
1113	0.1604482538
1114	0.1602946375
1115	0.1601327181
1116	0.1600915127
1117	0.1600365874
1118	0.1599184295
1119	0.1598047739
1120	0.1597328653
1121	0.1596313959
1122	0.1595422378
1123	0.1595405701
1124	0.15944492
1125	0.1593337038
1126	0.159282532
1127	0.1591971121
1128	0.1590364101
1129	0.1589036775
1130	0.1588496455
1131	0.1587064326
1132	0.1585409565
1133	0.1584741705
1134	0.1583970581
1135	0.1583493464
1136	0.1582753895
1137	0.1582076351
1138	0.1581486001
1139	0.1579793089
1140	0.1578648844
1141	0.1578310776
1142	0.1576819113
1143	0.1576195181
1144	0.1575579039
1145	0.1574374587
1146	0.1573958111
1147	0.1573120988
1148	0.1570941765
1149	0.1569509081
1150	0.1568315924
1151	0.1567698817
1152	0.1566726333
1153	0.1565514844
1154	0.1564533831
1155	0.156357714
1156	0.1562473276
1157	0.1561975467
1158	0.1561656332
1159	0.1560766388
1160	0.156016511
1161	0.1559787455
1162	0.1559160732
1163	0.1557559096
1164	0.1556276875
1165	0.155461912
1166	0.1553545189
1167	0.1552671035
1168	0.1552516199
1169	0.1550635556
1170	0.1549743108
1171	0.1549094093
1172	0.1548105995
1173	0.1547469565
1174	0.1546898546
1175	0.1546161463
1176	0.1545177645
1177	0.1544001397
1178	0.1542244944
1179	0.1541316485
1180	0.1540828826
1181	0.1540495496
1182	0.1539281309
1183	0.1538870228
1184	0.1537750722
1185	0.153698292
1186	0.1536308239
1187	0.1536005609
1188	0.1534668755
1189	0.1534297498
1190	0.1533200535
1191	0.1532608747
1192	0.1530058555
1193	0.1529368272
1194	0.1528320628
1195	0.152696914
1196	0.1526192884
1197	0.1525490405
1198	0.1524871563
1199	0.1524242196
1200	0.1523270431
1201	0.1522323169
1202	0.1520987105
1203	0.1519834755
1204	0.1518966019
1205	0.1518510989
1206	0.1517909227
1207	0.1517450633
1208	0.1516184109
1209	0.1515537398
1210	0.1514624901
1211	0.1514087059
1212	0.1513146041
1213	0.1511803746
1214	0.1510827859
1215	0.150996192
1216	0.1509147044
1217	0.1508741227
1218	0.1507344612
1219	0.150732143
1220	0.1506756174
1221	0.1505853673
1222	0.150518285
1223	0.1503906816
1224	0.150365349
1225	0.1502209466
1226	0.1501733568
1227	0.1501459911
1228	0.1500370209
1229	0.1499604891
1230	0.1498924716
1231	0.1497934276
1232	0.1497329759
1233	0.1496388642
1234	0.1495580265
1235	0.1494770364
1236	0.1494252348
1237	0.1493671561
1238	0.1492375664
1239	0.1491764765
1240	0.1490510472
1241	0.1489608316
1242	0.148863531
1243	0.1487710687
1244	0.148630899
1245	0.1485988148
1246	0.1484601834
1247	0.1483914695
1248	0.148235911
1249	0.148147729
1250	0.1480885256
1251	0.147921697
1252	0.1478452287
1253	0.147744256
1254	0.1476400753
1255	0.1475780785
1256	0.1474992645
1257	0.1473430574
1258	0.1472605158
1259	0.1472256894
1260	0.1471796971
1261	0.1470710589
1262	0.1469279587
1263	0.1468361952
1264	0.1468308311
1265	0.1468291187
1266	0.1468159465
1267	0.1467937671
1268	0.1466808423
1269	0.1465991112
1270	0.1465296466
1271	0.1464601807
1272	0.146366932
1273	0.1462812004
1274	0.1462075569
1275	0.1461339241
1276	0.1460114206
1277	0.1459627762
1278	0.1459065618
1279	0.1458405246
1280	0.1457361102
1281	0.1456868921
1282	0.1455293845
1283	0.1454530418
1284	0.1453620719
1285	0.1452062247
1286	0.1451147008
1287	0.1450323153
1288	0.1449552907
1289	0.1449099928
1290	0.1448912538
1291	0.1448193344
1292	0.1447263494
1293	0.1445794847
1294	0.1445212979
1295	0.1443795441
1296	0.1443291456
1297	0.1441790812
1298	0.1440526528
1299	0.1439751202
1300	0.1438195265
1301	0.1437620743
1302	0.1436044098
1303	0.1435901901
1304	0.1435375206
1305	0.1434798165
1306	0.1433555421
1307	0.1432775381
1308	0.1431654274
1309	0.1431189944
1310	0.1430434539
1311	0.1429486712
1312	0.1428505714
1313	0.1427590227
1314	0.1426236925
1315	0.1425507657
1316	0.1424782887
1317	0.1424370191
1318	0.1423806295
1319	0.1423235825
1320	0.142223369
1321	0.1421552117
1322	0.1420936392
1323	0.1420568615
1324	0.1420418606
1325	0.1420035327
1326	0.1419277105
1327	0.1418501625
1328	0.1417668154
1329	0.1417363777
1330	0.1416991469
1331	0.1416368445
1332	0.1415795198
1333	0.1415499987
1334	0.1414474478
1335	0.1413718495
1336	0.1412737264
1337	0.1411810099
1338	0.1410449121
1339	0.1409900066
1340	0.1409606223
1341	0.1408403364
1342	0.1407909653
1343	0.1406472071
1344	0.1405920755
1345	0.1405130003
1346	0.1403968505
1347	0.1403501743
1348	0.1402507992
1349	0.1401975977
1350	0.1401394514
1351	0.1400677511
1352	0.1399710047
1353	0.1399047198
1354	0.1398132439
1355	0.1397686224
1356	0.139663228
1357	0.1395504666
1358	0.1395447241
1359	0.1395137495
1360	0.1394234113
1361	0.1393616291
1362	0.1393004009
1363	0.1392231495
1364	0.139097327
1365	0.1389974066
1366	0.1388968705
1367	0.1388027101
1368	0.138765656
1369	0.1386922046
1370	0.1385994693
1371	0.1385298516
1372	0.1384777142
1373	0.1383823634
1374	0.1383353781
1375	0.1382214092
1376	0.1381302667
1377	0.1380892781
1378	0.1380409532
1379	0.1379455154
1380	0.137865883
1381	0.1377993879
1382	0.1377374696
1383	0.137653461
1384	0.1376242711
1385	0.1374836858
1386	0.137434161
1387	0.1373636193
1388	0.1372385163
1389	0.1369696824
1390	0.136882085
1391	0.1367586133
1392	0.1366700327
1393	0.1365800322
1394	0.1365448452
1395	0.1365244474
1396	0.1365005564
1397	0.1364718022
1398	0.1363895918
1399	0.1363120872
1400	0.1362684675
1401	0.1362092527
1402	0.1361192382
1403	0.1359717609
1404	0.1358879911
1405	0.1357944089
1406	0.135684891
1407	0.1355339043
1408	0.1354875684
1409	0.135470822
1410	0.1353861711
1411	0.1353143105
1412	0.1352264286
1413	0.1352001851
1414	0.135177218
1415	0.1350801488
1416	0.1350075149
1417	0.1349142379
1418	0.1348363272
1419	0.1347600596
1420	0.1347104307
1421	0.1346892079
1422	0.134658157
1423	0.1345693113
1424	0.1344572911
1425	0.1344220937
1426	0.1343734112
1427	0.1343088875
1428	0.1342764044
1429	0.1341448518
1430	0.1340694914
1431	0.1340229042
1432	0.1339320074
1433	0.1338818128
1434	0.1337724804
1435	0.1337501966
1436	0.1336789386
1437	0.1335952762
1438	0.1335382358
1439	0.1334271796
1440	0.1333544602
1441	0.133305071
1442	0.1332358633
1443	0.1331076118
1444	0.1330625151
1445	0.1329931327
1446	0.1328339562
1447	0.1327701166
1448	0.1327315816
1449	0.132667309
1450	0.1326039322
1451	0.1325047293
1452	0.1324183904
1453	0.1322915032
1454	0.1322531267
1455	0.1322064283
1456	0.1321523478
1457	0.1321165551
1458	0.1320319765
1459	0.1319682732
1460	0.1318929662
1461	0.131774779
1462	0.131732677
1463	0.1315854399
1464	0.1315203456
1465	0.1314699385
1466	0.1313747977
1467	0.1312977714
1468	0.1312802096
1469	0.131252332
1470	0.1311432074
1471	0.1310620439
1472	0.1310183851
1473	0.1308837702
1474	0.1308119773
1475	0.1307856
1476	0.1306454815
1477	0.1305947133
1478	0.1304721619
1479	0.1304067372
1480	0.1303287994
1481	0.1302681833
1482	0.1302053113
1483	0.1301287256
1484	0.1300545259
1485	0.1300226732
1486	0.1299378633
1487	0.1299003825
1488	0.1298217352
1489	0.129762457
1490	0.1297379692
1491	0.129706755
1492	0.1296798467
1493	0.1296470999
1494	0.1295961252
1495	0.1295305063
1496	0.1294296691
1497	0.1293234621
1498	0.1292010304
1499	0.1291205622
1500	0.129053528
1501	0.1290332979
1502	0.1289972126
1503	0.1289674259
1504	0.1288458112
1505	0.1287797588
1506	0.1287124149
1507	0.1286704816
1508	0.1286158493
1509	0.1285580502
1510	0.1285005872
1511	0.1284120211
